name,description,category,train_set_mean,train_set_stddev,coefficient
fourl nc,NA,notes,7.63173188933474e-07,3.80091906449464e-05,0.001114585
fourmg qsixh,NA,notes,3.15672151460219e-07,9.17325868604865e-06,-0.003790098
fournine performed,NA,notes,6.75728343803378e-07,2.36865748406295e-05,-0.010945501
fourthree performed,NA,notes,5.31264687263665e-07,1.4118516319669e-05,0.007166655
fraction,NA,notes,0.000138149,0.000658008,-0.005905845
fragile,NA,notes,1.70110711705925e-06,4.17709298129034e-05,-0.006566216
frail,NA,notes,4.41754849242237e-06,7.15007486998019e-05,-0.013745325
free air,NA,notes,4.64456474263575e-06,0.000148216,-0.003497471
free microvascular,NA,notes,7.13778283456382e-07,1.71744296452439e-05,-0.005252887
friable,NA,notes,5.44301122208817e-06,7.44446043445817e-05,-0.0068878
from flowsheet,NA,notes,3.44105465921483e-07,7.7117851867882e-06,0.003743282
from metastatic,NA,notes,2.81289044804221e-06,6.58649798518795e-05,-0.005794813
from mets,NA,notes,2.64604641557758e-07,1.74666665011795e-05,-0.005155585
from osh,NA,notes,6.73727617179229e-06,0.000108346,-0.004490407
frontal,NA,notes,0.000205871,0.001232455,-0.006886584
full code,NA,notes,1.73702636611036e-05,8.53219996849642e-05,-0.00504104
full time,NA,notes,1.30784396404493e-05,0.00013457,0.002492102
fungating,NA,notes,5.80911227688536e-06,0.000107199,0.002536376
furosemide,NA,notes,2.1680160915354e-05,0.000210886,-0.018788766
furosemide lasix,NA,notes,1.50793931222987e-05,9.85972142172862e-05,-0.005643842
further,NA,notes,0.00062535,0.001582334,-0.002577795
gait not,NA,notes,6.89251205177441e-07,1.48571752913372e-05,-0.008565248
gallbladder,NA,notes,5.62480790882543e-05,0.00055332,-0.010113022
gallbladder cancer,NA,notes,1.71215741104576e-06,5.71210627990182e-05,-0.002899175
gammopathy of,NA,notes,7.76101117837805e-07,2.38955157159767e-05,0.020674685
gap ten,NA,notes,2.3721029916104e-05,9.55582944203489e-05,0.001858641
gastrectomy partial,NA,notes,8.56415091649447e-07,2.2752265547133e-05,0.006144854
gastric,NA,notes,0.000107259,0.000742492,0.00148223
gastric adenocarcinoma,NA,notes,7.845698386371e-06,0.000169235,-0.005720988
gastric ca,NA,notes,2.17209842177177e-06,6.87096294164876e-05,-0.004170696
gastric cancer,NA,notes,1.38137605618992e-05,0.00019442,-0.012865
gastric outlet,NA,notes,4.4006717553597e-06,0.0001306,0.000140239
gastrin,NA,notes,6.37474307147869e-06,0.000139898,0.005356912
gastrojejunostomy,NA,notes,1.16342735311959e-05,0.000341991,-0.003281492
gastroparesis,NA,notes,2.27613869186681e-06,6.30940997494268e-05,-0.000631129
gastrostomy,NA,notes,9.4681879568137e-06,0.000476528,0.005669525
gbm,NA,notes,2.39938690883041e-06,7.36815671757601e-05,-0.013395896
gdl five,NA,notes,3.91188676941378e-07,1.31113951597972e-05,-0.003659643
gdl magnesium,NA,notes,8.86282434223334e-06,6.4024361640103e-05,0.00130833
gdl one,NA,notes,3.18364149966003e-07,1.08213316861487e-05,0.002822355
gdl two,NA,notes,1.22306534611897e-06,1.72490133780335e-05,0.004310635
gem,NA,notes,2.51695070678352e-06,5.71902698958872e-05,-0.000636398
gemcitabine,NA,notes,5.68960089211606e-05,0.000388273,-0.010377191
gemtax,NA,notes,1.58966376986253e-06,4.45076046907158e-05,0.002099764
gemzar,NA,notes,4.59316861716326e-05,0.000390789,0.001094081
gemzar carboplatin,NA,notes,7.05789804207387e-07,3.54488664700518e-05,-0.002806055
gen thin,NA,notes,7.25581655914964e-07,2.15369036509737e-05,-0.00499918
gene,NA,notes,4.58379912034691e-05,0.000448164,-0.00307548
general thin,NA,notes,1.78949256570692e-06,2.71396013008133e-05,0.000207033
generalize weakness,NA,notes,1.35233183725188e-06,2.89071368549024e-05,-0.012566888
generalized weakness,NA,notes,4.01148657724058e-06,9.20590918363494e-05,-0.009823577
genetics,NA,notes,2.60418589568743e-05,0.000361587,0.000331194
gerd,NA,notes,4.74717584056627e-05,0.000200611,-0.004935329
gestational,NA,notes,1.04736612502373e-06,5.0839006564199e-05,0.010014273
gi oncology,NA,notes,4.19231869626061e-05,0.000366655,0.00108772
gi primary,NA,notes,1.22862491413507e-06,6.77031536150502e-05,-0.004613408
gill md,NA,notes,1.6132065163953e-05,0.000253897,0.004975643
girth,NA,notes,2.77088787485858e-06,5.44524524584411e-05,0.006041409
gist,NA,notes,1.54997323304483e-05,0.000290796,0.018312545
gj catheterchange,NA,notes,1.787677753735e-07,8.49675192050125e-06,0.004393418
gleason fourfour,NA,notes,2.31587641348835e-06,4.93368249136829e-05,0.008274643
gleason threethree,NA,notes,2.11235185029883e-06,4.96089161527133e-05,-0.008400455
gleevec,NA,notes,1.89874739031759e-05,0.000483863,0.00863291
globulin five,NA,notes,3.80999281510709e-06,3.99625345256798e-05,-0.002993986
globulin four,NA,notes,2.7545015177671e-05,0.00011461,-0.011584048
globulin six,NA,notes,7.8276065242834e-07,2.32692055772847e-05,-0.004171097
globulin three,NA,notes,6.1479293063809e-05,0.000179852,0.008849403
globulin two,NA,notes,8.09535680477537e-06,6.20422575927897e-05,0.006770721
glomus tumor,NA,notes,6.30015846531595e-07,3.76823018384496e-05,0.005022145
glucerna,NA,notes,2.65026957515576e-06,7.40388599844903e-05,-0.004191318
glucerna one,NA,notes,3.91571656854741e-07,1.9370205665849e-05,-0.005454651
glucose profile,NA,notes,2.00490423542818e-06,2.08208398959985e-05,-0.003722498
glutaminase,NA,notes,4.24882149899098e-07,1.82400667781513e-05,0.004156166
gluteal,NA,notes,0.000117749,0.001074056,0.006513663
gluteal site,NA,notes,4.98627073193986e-05,0.000595377,0.002261149
glycol,NA,notes,1.97134089274696e-05,9.52648743448555e-05,-0.005589172
glycol miralax,NA,notes,1.66600511823133e-05,8.01130240314504e-05,-0.001538952
goal balance,NA,notes,5.40441793359279e-07,7.87946815899199e-06,-0.003294807
goal of,NA,notes,1.64103552060721e-05,0.000132897,-0.01759829
goc,NA,notes,1.22990934950386e-06,2.09352629192623e-05,-0.008640028
good,NA,notes,0.000584582,0.001239203,0.00952157
good appetite,NA,notes,2.35371955651779e-05,0.000141811,0.016035544
good energy,NA,notes,1.56164655237659e-05,0.000109521,0.005287959
grade sarcoma,NA,notes,1.21554064076493e-06,3.57043869317819e-05,-0.007656619
grade two,NA,notes,3.71910476929487e-05,0.000214278,0.009919552
graft hx,NA,notes,6.31823338091112e-07,1.77386024798332e-05,0.004927777
graft with,NA,notes,1.86214221966957e-06,6.25216352510248e-05,0.009793595
gramten,NA,notes,1.78290714488339e-06,2.64528212598972e-05,-0.005759065
granulocyte abs,NA,notes,1.50811099946018e-06,2.42205566638839e-05,0.003562801
granulomatous,NA,notes,2.01870365227453e-05,0.000416248,0.017223423
granulosa,NA,notes,3.57748579776977e-06,0.000125897,0.017533483
gravis,NA,notes,2.9304173956611e-06,7.99513198165973e-05,0.016584633
great response,NA,notes,2.02684493365612e-06,5.12033989556121e-05,0.016025137
greater,NA,notes,2.73671262269712e-05,0.000392158,0.002034431
groin,NA,notes,4.9869484409532e-05,0.000394308,0.002124663
grossly unchanged,NA,notes,3.86674373359117e-05,0.000505519,0.00531976
group,NA,notes,7.20534683702547e-05,0.00054341,-0.003712389
gtube,NA,notes,1.14662579444677e-05,0.000195563,-0.001290268
guaifenesin mucinex,NA,notes,8.33076314110309e-07,1.95811693187881e-05,-0.00789052
guaifenesin robitussin,NA,notes,5.54587205289908e-07,1.56022117710254e-05,-0.009230683
guaifenesindextromethorphan,NA,notes,5.22068699500531e-07,1.50257571293887e-05,-0.003923991
guide navigation,NA,notes,1.69424177928075e-06,2.56800610699698e-05,0.00512616
guided na,NA,notes,4.3570557016988e-07,1.23514239159e-05,0.016137356
guidelines coder,NA,notes,7.21832512717225e-07,2.06076349762854e-05,0.003826351
haldol,NA,notes,2.21457114736337e-06,4.78125232027515e-05,-0.008306961
haldol intravenous,NA,notes,1.93749000585102e-07,6.3118387661098e-06,0.003738293
hand,NA,notes,0.000165427,0.000766938,0.00151328
hard,NA,notes,4.55776125478044e-05,0.000313805,-0.004187567
have changednot,NA,notes,2.34536010862623e-06,4.66311800415455e-05,0.004163123
have incorporate,NA,notes,2.21164350477652e-06,2.52810890411291e-05,0.001453703
have increase,NA,notes,6.4529848661004e-05,0.000388056,0.001129758
have know,NA,notes,7.30834867243493e-06,9.67450789710669e-05,-0.00682271
have metastatic,NA,notes,1.91078135873116e-05,0.000151376,-0.013341731
have progress,NA,notes,8.9748719194262e-06,0.000105921,-0.016129807
have progression,NA,notes,9.03732991204236e-06,0.000129537,-0.0129608
have progressive,NA,notes,8.81251228492763e-06,0.00016072,-0.005621596
have relapse,NA,notes,6.2139725127856e-07,2.23253017168779e-05,-0.006247183
have seizure,NA,notes,3.51353893073013e-06,8.72809815555707e-05,0.00095853
hbo treatment,NA,notes,2.71923388631885e-06,0.000203659,0.003516375
hcap,NA,notes,5.63703205712195e-07,1.4670033487901e-05,-0.007032472
hcg,NA,notes,2.31729877179952e-05,0.000274978,0.002457876
hcg one,NA,notes,4.80315094226873e-06,0.000105479,0.003352332
hct forty,NA,notes,2.34745220673575e-05,0.000136964,0.004662904
hct twenty,NA,notes,2.02938942020773e-05,0.000147596,-0.008240919
hd mtx,NA,notes,4.89078718960184e-07,2.62893183839919e-05,0.002356428
hdr,NA,notes,1.05629401114929e-05,0.000333286,0.01765949
healthy,NA,notes,7.45931086476033e-05,0.000301305,-0.001570495
healthyappearing,NA,notes,3.41309436906908e-06,5.86223682115578e-05,-0.004778885
heart disease,NA,notes,1.35990970655154e-05,0.000101041,0.003835195
heave,NA,notes,6.29595553935929e-06,8.14039495826333e-05,-0.006951339
held assist,NA,notes,3.56881350804426e-07,6.07188868547615e-06,-0.003578452
helicobacter,NA,notes,2.79202112763659e-06,9.52183145387913e-05,0.002807273
help,NA,notes,0.000238738,0.000875169,-0.00354363
hemangioma,NA,notes,3.04921189592495e-05,0.000483649,0.016926862
hematemesis and,NA,notes,3.48283497402264e-07,1.73036263054503e-05,0.001128807
hematocrit forty,NA,notes,3.88529013574575e-05,0.000175732,-0.007061039
hematocrit twenty,NA,notes,1.79144738533387e-05,9.45444925309592e-05,0.000511841
hematologyoncology fellow,NA,notes,8.7445399474732e-06,0.00012878,-0.00173287
heme preop,NA,notes,9.12895035727407e-07,1.78294730917983e-05,-0.004147635
hemeid,NA,notes,4.700008813362e-06,4.32623861172914e-05,-0.001168727
hemicolectomy,NA,notes,6.30779918049924e-05,0.000643591,0.011256603
hemithorax with,NA,notes,3.04430222761648e-06,0.000100283,0.003561165
hemodynamic compromise,NA,notes,5.24508949313247e-07,1.33656423571845e-05,0.006630421
hemoglobin eight,NA,notes,5.07577929209694e-06,5.67416360532188e-05,0.006599918
hemoglobin nine,NA,notes,1.15070979551946e-05,7.32603168368844e-05,-0.001012266
hemoglobin ten,NA,notes,0.000132728,0.000385032,6.777409e-05
hemoptysis,NA,notes,3.55459795500676e-05,0.000319368,-0.007939622
hemorrhage,NA,notes,4.49823635830398e-05,0.00054137,-0.009487885
hemorrhagic,NA,notes,2.31802864455881e-05,0.000328272,-0.006758782
heparin gtt,NA,notes,1.58597120782744e-06,3.27104920781712e-05,-0.000173841
hepatectomy,NA,notes,6.04525294334856e-05,0.000816102,0.00703401
hepatic artery,NA,notes,2.73081025076397e-05,0.000348188,-0.011334433
hepatic metastases,NA,notes,3.31285110837075e-05,0.000565034,-0.00581521
hepatic steatosis,NA,notes,4.31986686076913e-05,0.000774877,0.008542321
her,NA,notes,0.004240727,0.00693137,0.001531771
her caregiver,NA,notes,1.45146510264309e-06,4.49334312856821e-05,0.009107228
her disease,NA,notes,2.65851008726978e-05,0.000200044,-0.007062472
her pain,NA,notes,4.20197039713685e-05,0.000234502,0.006545556
her pcp,NA,notes,3.23882070384365e-05,0.000462087,0.011705927
herceptin,NA,notes,6.74679571614154e-05,0.000724257,0.016092852
herceptinperjeta,NA,notes,2.16538206443651e-06,6.99181562743289e-05,0.002436793
hernia,NA,notes,0.000139334,0.000842329,-0.000322196
hertwo negative,NA,notes,1.8923274228605e-05,0.000150653,-0.006212332
hertwo positive,NA,notes,6.80416471075636e-06,0.000103091,0.006562063
hertwo three,NA,notes,9.60373757012627e-07,2.2650157712526e-05,0.002865519
hertwoneu negative,NA,notes,8.69782590055785e-06,9.8354750791013e-05,-0.012111897
hgb eight,NA,notes,8.1507935555401e-06,0.000135964,-0.00022094
hgb seven,NA,notes,4.61567573452169e-06,6.84967170839442e-05,0.005078322
hh,NA,notes,1.62816518550942e-05,0.000367571,-0.014175805
high calorie,NA,notes,1.62458796321504e-06,2.53317263517489e-05,-0.004536631
highgrade,NA,notes,3.43171031640787e-05,0.000276304,-0.008909487
hike,NA,notes,5.09289828525804e-06,8.25607315315336e-05,-0.005192718
hilar,NA,notes,0.000153826,0.000895381,-0.010186733
hip tumor,NA,notes,5.21153894027651e-07,1.53966096649526e-05,-0.004200431
hire,NA,notes,2.36718789522682e-06,6.79168729935454e-05,-0.005012308
his,NA,notes,0.002799896,0.005188271,-0.004344539
his breathing,NA,notes,1.64550006544503e-06,3.1667353883387e-05,-0.005570237
his disease,NA,notes,1.91092905577999e-05,0.000135187,-0.007564408
his family,NA,notes,2.81255163024214e-05,0.000280471,-0.006816107
his pain,NA,notes,3.41392320189827e-05,0.000221857,0.000817381
his performance,NA,notes,2.02751645159573e-06,4.20480179513915e-05,0.001806955
his shortness,NA,notes,1.11673766066241e-06,3.114516420518e-05,0.00432548
his wife,NA,notes,0.000110639,0.000484815,-0.009363678
history occupational,NA,notes,1.60296861122876e-05,9.03999633480178e-05,-0.011539876
history of,NA,notes,0.000786041,0.001414468,0.013558596
history physical,NA,notes,8.80057041536808e-05,0.000311965,0.008190021
hives,NA,notes,1.3450818056881e-05,0.000137246,0.003357231
hold twotwo,NA,notes,5.96015101000822e-07,1.24797460307855e-05,-0.008983458
home,NA,notes,0.000847766,0.002209434,0.005660032
home care,NA,notes,1.95452514169007e-05,0.000237541,0.003950651
home health,NA,notes,4.62375401128246e-05,0.000617175,0.006385077
home hospice,NA,notes,5.32155896591723e-06,0.000202151,-0.009221392
home in,NA,notes,0.000118671,0.000911093,-0.001240681
home infusion,NA,notes,9.24506321460659e-06,0.000134671,-0.002597478
home visit,NA,notes,1.45805422831055e-06,5.36455595364079e-05,0.000297038
hormonal,NA,notes,2.57528933966167e-05,0.000281983,0.008633447
hormone,NA,notes,3.08279970403611e-05,0.000253585,0.002790414
hormone refractory,NA,notes,7.8350518203117e-07,3.26820855353833e-05,-0.001228517
hospice,NA,notes,8.42865073538495e-05,0.00105322,-0.052872773
hospital,NA,notes,0.000988357,0.001675023,-0.02453011
hospitalization,NA,notes,4.64996998752202e-05,0.000239455,-0.004696747
hospitalize,NA,notes,2.56990977256207e-05,0.000383339,-0.014174141
hospitalize for,NA,notes,6.03516205523953e-06,8.61660256064773e-05,-0.012848886
hot,NA,notes,5.65479443948056e-05,0.000484643,0.008433608
hot flash,NA,notes,3.78664148466026e-05,0.000417593,0.001758414
hour,NA,notes,0.000828707,0.001395402,-0.013368022
hour need,NA,notes,0.000150375,0.000389091,-0.000146861
hours,NA,notes,0.000102119,0.000557218,-0.011149909
house,NA,notes,3.24428044622616e-05,0.000270887,0.008371627
howan at,NA,notes,1.06043756913366e-07,6.15370366327881e-06,-0.002077561
however,NA,notes,0.000431314,0.001094258,-0.003928698
hpi,NA,notes,0.000231372,0.000448449,-0.00145838
ht onehundred,NA,notes,4.16074502430902e-07,1.0649692016882e-05,0.007327169
htn,NA,notes,9.75673723404874e-05,0.000393811,0.002408433
husband,NA,notes,0.000265677,0.001230551,-0.008244827
hx coronary,NA,notes,2.68350328402311e-06,4.31615930735228e-05,-0.002722722
hx knee,NA,notes,4.43755612567948e-06,5.80005793351504e-05,-0.014033386
hx sinus,NA,notes,9.85360744581856e-07,3.35599923844182e-05,0.002355816
hydration,NA,notes,8.33521855938829e-05,0.000643208,-0.004711131
hydrocephalus,NA,notes,5.816300603426e-06,0.000109938,-0.010785939
hydrocodoneacetaminophen seven,NA,notes,9.58315804959512e-07,2.62489059032672e-05,-0.004675065
hydromorphone,NA,notes,2.72533644708001e-05,0.000168216,-0.006109584
hydronephrosis,NA,notes,6.37104382780426e-05,0.000550143,-0.002899771
hydronephrosis sp,NA,notes,7.02592216846829e-07,1.93014156524921e-05,0.001684868
hydroxide mom,NA,notes,2.67381404643955e-06,2.7871018156618e-05,-0.001506713
hydroxychloroquine plaquenil,NA,notes,1.43210357844269e-06,2.77299659043128e-05,0.007729034
hyperbaric,NA,notes,3.06912619727593e-06,8.97685745083445e-05,0.006054056
hyperbilirubinemia,NA,notes,2.26535058639372e-06,4.45676609565261e-05,-0.002352205
hypercalcemia,NA,notes,7.66715480358046e-06,0.00011202,-0.00289027
hypercalcemia of,NA,notes,2.83217783002529e-07,1.28645097138876e-05,-0.005088634
hypercvad,NA,notes,3.27957774088058e-07,1.99373927082079e-05,0.00270234
hyperlipidemia hypothyroidism,NA,notes,7.40426622611537e-07,2.0414837980847e-05,-0.00464994
hyperpigmentation,NA,notes,9.70521116980217e-06,8.28829362546017e-05,-0.002019981
hypertension diabetes,NA,notes,5.29526970741413e-06,6.74774147329766e-05,-0.006841316
hypervascular,NA,notes,6.88659062458308e-05,0.000794402,0.028779762
hypoactive delirium,NA,notes,4.80579639472023e-08,2.66304164588606e-06,-0.001885306
hypoalbuminemia,NA,notes,1.72671772453815e-06,3.92185761699521e-05,0.00260539
hypogonadism,NA,notes,4.44588539166643e-06,9.99504306252266e-05,0.008135634
hypogonadism male,NA,notes,5.85487260239622e-07,1.81396231888416e-05,0.019713104
hyponatremia,NA,notes,1.2182257928675e-05,0.000127478,-0.013511334
hyponatremic,NA,notes,5.26803025988205e-07,1.18705422487744e-05,0.000957966
hypotension,NA,notes,1.49990795775511e-05,0.000153268,0.006821456
hypoxia,NA,notes,6.06663665759407e-06,0.000119963,0.002883853
hypoxic,NA,notes,1.41486262660558e-06,4.52596067925361e-05,0.004834192
hysterectomy,NA,notes,9.8834306254785e-05,0.00068074,0.006761754
ibd,NA,notes,1.02147043614634e-06,3.0937815623073e-05,0.006705064
ibuprofen motrin,NA,notes,1.59315133935416e-05,0.000166755,0.00587257
icdtencm one,NA,notes,3.38352561137871e-06,5.48687861770009e-05,0.005314146
icp,NA,notes,5.59073408655205e-07,1.76231296361166e-05,0.006706786
icteric,NA,notes,1.88081750991343e-06,3.7363863952625e-05,-0.005516834
icu,NA,notes,2.74374303275653e-05,0.000238832,0.002256098
id eighty,NA,notes,2.80220528294997e-06,5.17422635786227e-05,-0.00993269
id forty,NA,notes,5.15831302883897e-06,7.17194425947162e-05,0.011301763
idarubicin,NA,notes,2.35868114780861e-07,2.45655796060439e-05,0.002419562
identify,NA,notes,0.000257354,0.001063812,0.012776015
if labs,NA,notes,1.37215177285225e-05,0.000243056,1.7473983e-05
ifosfamide chemotherapy,NA,notes,3.77272115019231e-07,2.36196917189848e-05,0.000254785
igg,NA,notes,1.90373312722743e-05,0.000230731,0.012592767
igm,NA,notes,1.34648077864576e-05,0.000215014,0.016575309
ii,NA,notes,8.93389457879415e-05,0.000505344,-0.00025511
iib ttwo,NA,notes,1.50385059596513e-06,3.0362147749853e-05,0.006570345
iiic serous,NA,notes,3.00724936400332e-06,7.65839614922954e-05,0.002028166
ill,NA,notes,1.68209822267081e-05,0.000154261,0.00665606
ill appear,NA,notes,1.97638148715899e-06,3.46199557657348e-05,-0.007680815
illappearing,NA,notes,1.52720993266312e-06,3.15049725312624e-05,-0.00815573
illicit,NA,notes,1.86979836850486e-05,9.84981105204498e-05,0.00913556
illnessinjury evidence,NA,notes,7.00273330726229e-07,1.49982687398982e-05,0.001012417
im,NA,notes,0.000113242,0.001299305,0.005592872
imaging,NA,notes,0.000580846,0.001556591,0.007828198
imm granulocyte,NA,notes,3.01368655847619e-06,4.83949977078768e-05,0.003558846
immunodeficiency,NA,notes,1.15023554596527e-06,3.23867163791357e-05,0.002405528
impaired,NA,notes,1.8078430579028e-05,0.000133761,0.000541439
impaired transportation,NA,notes,3.41941220603434e-07,9.81791262363119e-06,0.000595081
impulsive,NA,notes,1.26064662915146e-06,4.53966619696371e-05,-0.000973549
in addition,NA,notes,8.98543195385362e-05,0.000397519,-0.010650813
in bed,NA,notes,3.30924715390238e-05,0.000311354,0.000109088
in crone,NA,notes,9.66002817740229e-07,3.62813706766046e-05,0.005815035
in four,NA,notes,7.56007077520558e-05,0.000479717,0.00694731
in january,NA,notes,6.42275233757395e-05,0.000383362,0.01247311
in july,NA,notes,5.77378266425808e-05,0.000384311,0.006824781
in le,NA,notes,1.32856496823117e-06,2.90430936949377e-05,0.008820894
in show,NA,notes,1.5696039838495e-06,6.60274096547979e-05,0.003676793
in six,NA,notes,0.000144607,0.000888027,0.023377288
in three,NA,notes,0.000216664,0.0010052,0.012529694
in wheelchair,NA,notes,1.07362178999054e-05,0.000139542,0.004644948
incision,NA,notes,0.000178101,0.000642347,0.000783926
incision cdi,NA,notes,7.48717049514652e-06,6.23932324943754e-05,0.004550373
including,NA,notes,3.05093610403961e-05,0.00040524,-0.000956003
incontinent,NA,notes,3.7047240854484e-06,8.60710497548279e-05,-0.003961899
increase,NA,notes,0.00089684,0.002091216,-0.03121162
increase fluid,NA,notes,5.94180133667697e-06,0.000105271,0.001307296
increased,NA,notes,0.000350695,0.001408161,-0.015261118
independent gait,NA,notes,5.26485545965643e-07,1.04694159587512e-05,0.011435043
independent transportation,NA,notes,1.47846619356154e-06,2.32656941024572e-05,0.007859979
independent with,NA,notes,7.44239808909652e-06,8.64319790728673e-05,0.012728276
inderal twenty,NA,notes,8.47245441117488e-07,3.20187832393112e-05,0.008955639
indicate understand,NA,notes,5.02737915399746e-06,7.80311929398486e-05,0.008446794
indicated,NA,notes,3.94705006019438e-05,0.000451676,0.00895498
induction chemotherapy,NA,notes,4.16001386688622e-06,0.000146768,0.002142459
industry,NA,notes,1.76545983071236e-06,3.18233254336743e-05,0.013520561
infarct,NA,notes,2.35393097572035e-05,0.000489996,0.003737805
infarcts,NA,notes,1.32475361132651e-06,5.92765035279167e-05,-0.004550432
infiltrative,NA,notes,2.03126018083597e-05,0.00027794,0.000798963
inflammatory breast,NA,notes,3.52502460429994e-06,0.000108954,-0.017482959
infusion twenty,NA,notes,1.20475266775611e-06,5.84602913274088e-05,-0.001048247
inhalation two,NA,notes,3.61536821254929e-07,1.36061813478804e-05,-0.007636177
initial psa,NA,notes,3.85898164266592e-06,7.52871099824899e-05,0.024846349
injection,NA,notes,0.000858978,0.003387977,0.015577582
injection onetwo,NA,notes,1.424469730543e-06,2.14026981546911e-05,0.004364845
injection zerofive,NA,notes,1.36508661602099e-06,2.29818798489853e-05,0.007603
innumerable,NA,notes,5.64743425861952e-05,0.000637899,-0.001882854
inpatient,NA,notes,3.22800250489943e-05,0.000315894,-0.004189909
inr ptt,NA,notes,3.34158618314923e-06,3.9450635659018e-05,0.004781222
instill three,NA,notes,4.95997989488771e-07,1.39500089169613e-05,0.002390821
institute,NA,notes,2.55170565143853e-05,0.000371985,0.000243466
instructions post,NA,notes,1.31396812886765e-06,1.78980234529462e-05,0.002918084
insurance,NA,notes,0.000246246,0.001403343,0.013031442
intact normal,NA,notes,1.55828148640486e-06,2.73473722416385e-05,0.006380684
intake relate,NA,notes,1.99566765265411e-06,1.89405299994607e-05,-0.008314494
intensification,NA,notes,5.13452332570825e-07,2.76898878292693e-05,0.003934517
interagency,NA,notes,3.69271998870655e-06,3.10305813240048e-05,0.000194052
interagency therapy,NA,notes,8.5734226477216e-07,1.14274322557536e-05,0.002323688
intermediate grade,NA,notes,3.51792184660215e-06,7.6773890580027e-05,0.009186201
intermittent suction,NA,notes,4.46263647539105e-07,3.08363309106268e-05,0.001709786
interpretation ventilatory,NA,notes,1.5955420250031e-07,3.54366900838448e-06,0.003252226
interval decrease,NA,notes,0.000116579,0.000845741,0.007324175
intervention na,NA,notes,1.29486225177499e-06,1.11056479157097e-05,0.002372723
interventional,NA,notes,0.000123728,0.000670277,-0.006116713
interventional pulmonology,NA,notes,7.33279998626204e-06,0.000149954,-0.008138536
interventricular,NA,notes,2.46111803016124e-07,1.15990031155531e-05,0.001894037
interviewer,NA,notes,3.49120896398076e-06,5.64720053936438e-05,0.014656713
into muscle,NA,notes,1.18663502706217e-05,9.19835145178444e-05,-0.005845616
into the,NA,notes,0.000145787,0.000654374,-0.011642026
intracranial,NA,notes,0.00012572,0.001358183,0.003855248
intractable,NA,notes,4.07092233616211e-06,6.72930397577219e-05,-0.000127571
intraoperative ultrasound,NA,notes,7.03282522586794e-06,0.000134594,0.024002993
intravenous continuous,NA,notes,2.54533044212627e-05,0.000142097,0.007926705
invade,NA,notes,1.89991383344892e-05,0.000184941,0.007506858
invasive breast,NA,notes,1.71641927008292e-06,7.26735813230285e-05,-0.001511155
investigator md,NA,notes,8.62688135025077e-06,0.000204449,0.002996548
involve,NA,notes,0.000288584,0.000803165,-0.006288388
involvement,NA,notes,0.00018549,0.000773161,-0.00746258
iodine,NA,notes,3.02222816567007e-05,0.000312239,0.003617685
ip,NA,notes,1.71741121193504e-05,0.000331908,0.002054251
ip port,NA,notes,3.23140083551389e-06,8.88578898443692e-05,0.004459361
ipmn,NA,notes,1.11449075531951e-05,0.000302148,0.010945465
ipratropiumalbuterol,NA,notes,1.15696604403011e-06,2.71016551764336e-05,0.003451696
irinotecan,NA,notes,4.17903446759294e-05,0.000438313,-0.005366406
irinotecan and,NA,notes,6.56496899970851e-06,0.000114395,0.003352922
irinotecan avastin,NA,notes,1.09494293703043e-06,3.11329449765899e-05,-0.015150186
irinotecan onehundredmgmtwo,NA,notes,2.83908362245639e-07,7.45571243058101e-06,-0.01019953
irinotecanavastin,NA,notes,1.3926867396322e-06,4.07291134589424e-05,0.003113466
iron,NA,notes,7.34839963034431e-05,0.000564976,-0.004418814
iron tabs,NA,notes,1.19466133069768e-06,2.47733339713735e-05,0.002854698
irradiate,NA,notes,2.84460335605113e-06,5.1163711777057e-05,-0.0038866
is,NA,notes,0.000815985,0.002785603,-0.000244513
ischemic,NA,notes,2.79140901274743e-05,0.000370562,-0.001608029
ischemic cardiomyopathy,NA,notes,9.35278617404363e-07,3.1607101009916e-05,-0.001864144
islet,NA,notes,1.17161090846687e-06,4.06213341110179e-05,0.021494927
isodose,NA,notes,3.25610723913989e-05,0.000330796,-0.018199028
istat,NA,notes,3.47189473810945e-05,0.00052347,-0.00640594
it chemo,NA,notes,1.00637907755398e-06,4.0724458081464e-05,0.001750925
it chemotherapy,NA,notes,6.09593072939903e-07,2.76241208108745e-05,0.003673527
it pump,NA,notes,1.43506165371335e-06,9.28252902504672e-05,-0.002188201
ita,NA,notes,0.000665707,0.002194624,0.006662783
ita to,NA,notes,4.85563753631369e-06,9.23647315010891e-05,-0.003391087
itc pt,NA,notes,1.661110514271e-06,3.69659510973277e-05,0.011515397
item procedure,NA,notes,2.16053078793639e-06,8.17852113059339e-05,-1.30E-05
iv meds,NA,notes,6.43230528607822e-06,7.78376148562279e-05,0.003436276
iv qsixhrs,NA,notes,1.6555263294689e-07,7.36085325635849e-06,-0.002479483
iv syringe,NA,notes,4.29016843271132e-06,3.82203616024352e-05,-0.012280497
ivc,NA,notes,3.9820925988046e-05,0.000435766,-0.006784925
ivf,NA,notes,2.90465434326675e-05,0.000232131,-0.009165905
ivig,NA,notes,1.0700577172193e-05,0.000294876,0.005947935
ivor,NA,notes,2.27915018399481e-06,6.39788225414884e-05,-0.000893422
ivorlewis,NA,notes,1.77855173015092e-06,6.28285226288056e-05,-0.001457561
ivpb mg,NA,notes,3.20920818741232e-06,3.60829144166262e-05,0.006585956
