feature_name,description,feature_category,coefficient (negative=shorter survival),train_set_mean,train_set_std_dev
cycle thirty,NA,notes,0.008151102,4.86E-06,0.000159446
cycle twenty,NA,notes,0.003314007,1.01E-05,0.000150292
cyclophosphamide,NA,notes,-0.005359399,6.14E-06,0.000109616
cyclophosphamide and,NA,notes,-0.006792352,1.11E-06,3.60E-05
cylinder,NA,notes,0.010938295,4.71E-06,0.000104249
cyst,NA,notes,0.010279564,0.000114259,0.00077344
cytarabine and,NA,notes,-0.005492745,2.12E-07,9.37E-06
cytoreduction,NA,notes,0.003199207,5.84E-06,0.000113596
dabrafenib,NA,notes,-0.000652607,1.70E-06,5.78E-05
dacarbazine,NA,notes,0.006349039,4.86E-06,0.000292595
daily,NA,notes,-0.004044899,0.001231895,0.002242465
daily fentanyl,NA,notes,0.005293557,7.44E-07,1.71E-05
daily hold,NA,notes,0.007272313,8.81E-07,1.84E-05
daily instill,NA,notes,-0.001528744,3.98E-07,1.26E-05
daily methadone,NA,notes,0.000507783,2.56E-07,8.55E-06
daily oxycodone,NA,notes,-0.004302498,1.66E-06,2.31E-05
dark,NA,notes,-0.003919473,1.84E-05,0.000190744
date biopsy,NA,notes,0.00577917,1.34E-06,2.37E-05
date conehundred,NA,notes,0.002094323,1.09E-06,1.76E-05
date noted,NA,notes,-0.000783021,8.97E-05,0.00027007
daughter,NA,notes,-0.001600952,0.00046843,0.002316784
day lorazepam,NA,notes,-0.002086563,2.41E-06,3.22E-05
day oneseven,NA,notes,0.005432653,4.28E-07,1.99E-05
days postop,NA,notes,-0.003501729,1.01E-05,7.78E-05
days thirty,NA,notes,0.011300331,2.13E-07,9.09E-06
debridement,NA,notes,0.012579549,1.67E-05,0.00030649
debulking,NA,notes,-0.003865791,5.74E-05,0.000385044
decadron,NA,notes,-0.010636417,7.57E-05,0.000425022
decadron four,NA,notes,-0.002387973,1.48E-05,0.000118817
decitabine,NA,notes,-0.003458226,8.61E-07,6.18E-05
decompression,NA,notes,0.0009058,1.65E-05,0.000177457
decrease breath,NA,notes,-0.004575764,5.25E-06,5.56E-05
decrease po,NA,notes,-0.007864515,2.01E-06,3.39E-05
decreased appetite,NA,notes,-0.010521231,5.29E-06,6.25E-05
decreased attentionconcentration,NA,notes,-0.007779861,1.34E-07,5.70E-06
decreased breath,NA,notes,0.002995925,6.35E-06,6.57E-05
decreased bs,NA,notes,-0.007986303,9.60E-07,2.26E-05
dedifferentiate,NA,notes,-0.012980015,1.30E-06,4.30E-05
deep venous,NA,notes,-0.00279902,4.32E-05,0.000557029
defer due,NA,notes,0.007037009,8.01E-07,2.13E-05
deficiency,NA,notes,-0.00410228,2.54E-05,0.000184346
dehydration,NA,notes,-0.003110838,1.44E-05,0.00013405
deliver,NA,notes,-0.002485713,4.74E-05,0.000416781
demonstrates,NA,notes,-0.01259973,5.72E-05,0.000423474
denies,NA,notes,0.005562945,0.000478919,0.00138993
depocyte,NA,notes,0.004907368,6.01E-07,3.63E-05
depression,NA,notes,0.006879759,7.54E-05,0.000364658
depressive,NA,notes,0.00975006,5.23E-06,0.000105677
dermatitis,NA,notes,-0.000516336,2.34E-05,0.000257029
dermatology,NA,notes,0.003220586,3.83E-05,0.000321834
desmoplastic small,NA,notes,-0.005167666,5.64E-07,3.16E-05
destructive,NA,notes,-0.004203674,1.73E-05,0.000402074
deterioration,NA,notes,-0.007643473,3.86E-06,7.14E-05
development of,NA,notes,-0.00722575,0.000106182,0.00083032
dexamethasone,NA,notes,-0.021802094,6.03E-05,0.00032772
dexamethasone decadron,NA,notes,0.00407397,2.00E-05,0.000125804
dfiftyw,NA,notes,0.000896578,4.15E-06,3.76E-05
dfivens iv,NA,notes,-0.009966209,5.77E-07,1.63E-05
dfiveonetwo,NA,notes,-0.001776371,4.99E-06,5.66E-05
dfiveonetwo ns,NA,notes,-0.001889013,4.98E-06,5.66E-05
diagnosis,NA,notes,0.007407109,0.000839298,0.001248917
diagnosis brain,NA,notes,0.003602064,2.16E-06,4.72E-05
diagnosis inadequate,NA,notes,-0.000767364,1.66E-06,1.80E-05
diagnosis nsclc,NA,notes,-0.006670915,1.17E-06,3.03E-05
diagnosis small,NA,notes,-0.006867986,1.10E-06,3.75E-05
diagnosis testicular,NA,notes,0.010788497,1.37E-06,3.83E-05
diaper,NA,notes,-0.007343722,2.90E-06,7.71E-05
dic,NA,notes,0.003508422,2.15E-06,7.96E-05
diet,NA,notes,0.010168513,0.000192742,0.000573216
differentiate lung,NA,notes,-0.005531995,4.94E-07,1.84E-05
difficult,NA,notes,-0.00260986,0.000101865,0.000448058
difficulty,NA,notes,-0.00499466,0.000337531,0.001059327
diffuse,NA,notes,-0.014301969,0.000190975,0.001004675
diffuse large,NA,notes,0.00378118,1.13E-05,0.00015393
diffusely,NA,notes,0.003718748,1.97E-05,0.000218847
dilator,NA,notes,0.018207211,1.64E-05,0.000345762
dilaudid,NA,notes,-0.012563738,7.88E-05,0.00039538
dimit chemobiotherapy,NA,notes,0.000635157,8.75E-07,2.45E-05
diphenhydramine,NA,notes,0.005852103,2.02E-05,0.000118342
diphenhydramine benadryl,NA,notes,0.012967279,1.20E-05,8.14E-05
discharge on,NA,notes,-0.013612309,1.24E-05,0.000106281
discussed with,NA,notes,0.000472997,0.000119468,0.000973989
disease four,NA,notes,-0.006110233,1.73E-05,0.0002505
disease mother,NA,notes,0.002196786,2.72E-06,3.59E-05
disorder,NA,notes,-0.000235003,5.29E-05,0.000303079
dispo rtc,NA,notes,0.004925523,1.62E-06,2.56E-05
dissection,NA,notes,0.020556746,0.000145657,0.000636367
distend,NA,notes,-0.001665664,3.85E-05,0.000357066
distention and,NA,notes,-0.001111627,2.41E-06,3.89E-05
divide,NA,notes,0.009201723,1.05E-05,9.48E-05
dizziness,NA,notes,0.001231495,0.000102762,0.000472668
dlbcl with,NA,notes,0.003794947,5.83E-07,1.89E-05
dli,NA,notes,-0.004250772,4.29E-07,2.79E-05
dnr,NA,notes,-0.007095574,3.63E-06,0.000108848
dnrdni,NA,notes,-0.012852503,4.36E-06,5.40E-05
dnrdnipartial,NA,notes,0.006443518,1.18E-07,2.43E-06
do very,NA,notes,0.017042663,2.70E-05,0.000202305
do well,NA,notes,0.007863347,0.000215294,0.000961674
docetaxel,NA,notes,-0.007764158,3.10E-05,0.000300235
docetaxel thirty,NA,notes,-0.005386769,7.81E-07,2.10E-05
doe,NA,notes,0.004023493,1.86E-05,0.000137877
dopamine,NA,notes,0.005024522,1.53E-06,4.55E-05
dose delay,NA,notes,0.008646199,8.09E-07,1.91E-05
dose ifosfamide,NA,notes,0.000498443,4.50E-07,2.44E-05
dose iltwo,NA,notes,-0.013665619,1.95E-06,5.45E-05
dosedense,NA,notes,0.002080882,5.20E-06,7.83E-05
dota,NA,notes,0.014148198,1.22E-05,0.000349477
dotatate,NA,notes,0.013695772,1.90E-05,0.000444488
doxazosin,NA,notes,0.007362891,5.06E-06,9.13E-05
doxil,NA,notes,-0.014272871,2.84E-05,0.000326733
dr at,NA,notes,-0.004211948,0.000110041,0.000889762
drain,NA,notes,0.003262025,0.000158903,0.000905578
drainage catheter,NA,notes,0.006986595,6.81E-06,0.00017664
draw,NA,notes,-0.003412315,0.000254879,0.001257975
drawn,NA,notes,0.000724789,0.000224172,0.001315957
dronabinol marinol,NA,notes,0.001933445,2.18E-06,3.03E-05
drop right,NA,notes,0.003188313,2.68E-07,1.02E-05
dry desquamation,NA,notes,0.000759392,1.33E-06,2.83E-05
dry eye,NA,notes,0.006435249,8.71E-06,0.000253073
dry mm,NA,notes,-0.015077125,4.65E-07,1.30E-05
dt pd,NA,notes,-0.005462273,3.30E-07,1.42E-05
dtic,NA,notes,-0.003222644,2.81E-06,9.90E-05
dtr,NA,notes,-0.00576847,2.01E-05,0.000505174
duct,NA,notes,-0.008177077,6.68E-05,0.00054279
ductal adenocarcinoma,NA,notes,-0.00755315,1.20E-06,5.95E-05
due to,NA,notes,-0.003377843,0.000549022,0.001372843
dullness,NA,notes,0.005845739,4.94E-06,6.68E-05
duodenal obstruction,NA,notes,-0.000266233,6.43E-07,3.17E-05
duodenal stent,NA,notes,-0.005137294,5.62E-07,3.19E-05
duodenum,NA,notes,0.001903043,3.98E-05,0.000369233
duragesic,NA,notes,0.014025155,8.80E-06,9.30E-05
duragesic seventy,NA,notes,0.003046445,7.75E-07,2.16E-05
duragesic twenty,NA,notes,-0.001912713,2.34E-06,3.99E-05
during wu,NA,notes,0.009760938,1.90E-06,3.99E-05
dvt,NA,notes,-0.001660455,6.52E-05,0.000437669
dynamic standing,NA,notes,-0.00514731,1.15E-06,1.39E-05
dysgeusia,NA,notes,0.014514664,1.81E-06,3.50E-05
dysphagia,NA,notes,-0.003762974,4.03E-05,0.0002707
dyspnea,NA,notes,-0.000985518,6.73E-05,0.0003577
dyspneic,NA,notes,-0.001658066,1.57E-06,2.63E-05
ear,NA,notes,0.005517432,0.000130441,0.000876419
early ambulation,NA,notes,-0.004907143,4.09E-06,3.69E-05
eat,NA,notes,-0.002988662,0.000132909,0.000621437
eat very,NA,notes,-0.008750096,1.39E-06,3.36E-05
ecog three,NA,notes,-0.005707327,7.56E-07,1.76E-05
ecog two,NA,notes,-0.015390704,3.30E-06,4.07E-05
ecog zero,NA,notes,0.01153439,2.77E-05,0.000140947
ecp,NA,notes,0.007350273,1.57E-06,9.40E-05
ed,NA,notes,0.004710582,0.000189638,0.000986971
edema,NA,notes,-0.018248698,0.000576605,0.000968109
education regarding,NA,notes,-0.000582095,1.22E-06,1.13E-05
effusion,NA,notes,0.000590068,0.00039266,0.001733103
effusion malignant,NA,notes,-0.007939174,9.70E-07,2.23E-05
effusions,NA,notes,-0.00804393,3.80E-05,0.000468594
egd with,NA,notes,0.003173473,2.23E-05,0.000225068
eight gy,NA,notes,-0.009178259,1.84E-06,4.73E-05
eight mg,NA,notes,0.005303397,7.44E-05,0.000269028
eighty cotwo,NA,notes,0.00860259,2.44E-07,8.20E-06
eighty intakeoutput,NA,notes,0.01576606,3.11E-07,3.92E-06
eighty lb,NA,notes,-0.01057462,3.60E-06,6.14E-05
eighty lym,NA,notes,-0.007286695,6.91E-06,4.83E-05
eighty mgzero,NA,notes,-0.007209397,1.83E-06,2.90E-05
eighty min,NA,notes,0.002296009,4.70E-06,5.54E-05
eighty old,NA,notes,-0.006336959,4.34E-06,0.000108967
elderly,NA,notes,-0.012361583,1.58E-05,0.000108774
embolism,NA,notes,-0.002364619,2.60E-05,0.000226913
embolus,NA,notes,0.004262529,1.61E-05,0.000157718
emergency,NA,notes,-0.009143815,0.000145535,0.000568736
emergency contact,NA,notes,-0.002402605,6.49E-05,0.000350632
emesis,NA,notes,-0.012329596,2.48E-05,0.000220997
emulsion twenty,NA,notes,-0.000224709,1.25E-06,1.87E-05
encase,NA,notes,0.003038634,1.13E-05,0.000230005
encasement,NA,notes,-0.006233554,1.32E-05,0.000248149
encounter hospital,NA,notes,0.006172989,5.77E-06,7.02E-05
encounter will,NA,notes,0.012523181,7.37E-06,0.000128845
endocrine,NA,notes,0.000157973,6.03E-05,0.0002587
endometrial,NA,notes,0.011776817,8.67E-05,0.000637985
endometrial cancer,NA,notes,0.01714192,3.05E-05,0.00035363
endometrial stromal,NA,notes,0.016314643,3.39E-06,0.000108218
endometrioid adenocarcinoma,NA,notes,0.018702837,7.86E-06,0.000119917
endoscopy,NA,notes,0.003890305,0.000120927,0.00067376
endoscopy ercp,NA,notes,-0.00845017,4.69E-06,9.52E-05
endoscopy exploratory,NA,notes,-0.009618145,4.47E-07,1.45E-05
endtoend,NA,notes,0.000367373,4.27E-06,6.70E-05
endurance level,NA,notes,0.00304659,2.14E-07,4.64E-06
energy technique,NA,notes,0.014285671,1.61E-06,2.35E-05
enoxaparin,NA,notes,0.007746365,1.68E-05,9.82E-05
enoxaparin lovenox,NA,notes,0.012927647,1.13E-05,6.97E-05
enterocutaneous,NA,notes,0.007922977,2.07E-06,8.14E-05
eos zero,NA,notes,0.00098348,1.86E-05,9.37E-05
epacadostat,NA,notes,-0.005632476,1.48E-06,9.36E-05
epidural catheter,NA,notes,0.005636925,5.78E-06,8.43E-05
epidural pcea,NA,notes,-0.008236416,5.14E-07,9.73E-06
epinephrine epipen,NA,notes,-0.001275633,6.45E-07,1.93E-05
epithelioid,NA,notes,0.004327621,5.19E-06,0.000131439
er,NA,notes,-0.007177676,0.000148315,0.000654898
ercp,NA,notes,0.007196903,3.99E-05,0.000451139
eribulin,NA,notes,-0.019991925,6.18E-06,0.000128321
erlotinib,NA,notes,-0.012193091,4.41E-05,0.000422918
erlotinib onehundred,NA,notes,-0.000603524,3.61E-06,7.72E-05
erythroleukemia,NA,notes,0.005097502,1.74E-07,1.73E-05
esld,NA,notes,0.010980573,5.94E-07,2.24E-05
esophageal,NA,notes,-0.003107498,5.23E-05,0.000541431
esophageal adenocarcinoma,NA,notes,-0.001359637,2.95E-06,8.05E-05
esophageal ca,NA,notes,0.001560767,1.80E-06,5.78E-05
esophageal cancer,NA,notes,-0.006525289,9.00E-06,0.000164445
esophageal carcinoma,NA,notes,-0.001347908,1.18E-06,4.44E-05
esophagectomy,NA,notes,0.005297602,6.56E-06,0.00017778
esophagus,NA,notes,-0.010503966,4.85E-05,0.000409838
estradiol estrace,NA,notes,0.00553416,1.73E-06,3.54E-05
etoh,NA,notes,0.001925614,1.89E-05,0.000154445
etoposide,NA,notes,-0.009113116,2.28E-05,0.000245485
evaluate,NA,notes,0.008658412,0.000236387,0.000914247
evaluation energy,NA,notes,-0.01571838,1.21E-06,1.55E-05
evening thirty,NA,notes,-0.011759298,8.14E-07,1.68E-05
every day,NA,notes,0.002633853,0.000185191,0.000587759
every four,NA,notes,-0.00917131,8.47E-05,0.000345352
evidence,NA,notes,0.043642316,0.001467363,0.004192419
examination,NA,notes,0.009905367,0.00097847,0.002424506
excellent,NA,notes,0.012454533,6.21E-05,0.000333176
exchange na,NA,notes,-0.004053509,2.09E-07,8.46E-06
excise,NA,notes,0.012547706,1.94E-05,0.000172958
excision,NA,notes,-0.004999708,9.61E-05,0.000494897
exemestane aromasin,NA,notes,-0.008748149,3.25E-06,5.69E-05
exercise,NA,notes,0.027193338,0.000156718,0.000558767
exhibit distension,NA,notes,-0.005213081,1.04E-06,2.55E-05
exitcare,NA,notes,0.010150744,6.27E-07,1.53E-05
exlap and,NA,notes,-0.000979631,5.06E-07,2.16E-05
exploratory laparotomy,NA,notes,-0.002564318,2.90E-05,0.000183865
express care,NA,notes,0.008188444,4.46E-06,8.09E-05
extensive,NA,notes,-0.012873467,0.000167666,0.000898643
extensive lysis,NA,notes,0.010455029,1.45E-06,3.06E-05
extensive stage,NA,notes,0.001657308,2.65E-06,8.46E-05
extracts,NA,notes,0.011924551,9.57E-07,2.44E-05
extremities three,NA,notes,-0.005186673,2.68E-07,1.16E-05
extremity,NA,notes,-0.017629448,0.000267766,0.00076957
extremity strength,NA,notes,0.00891066,5.67E-06,5.83E-05
extremity weakness,NA,notes,-0.000146956,9.63E-06,0.000104853
eye dry,NA,notes,0.000100819,7.25E-07,2.89E-05
eyes tid,NA,notes,0.010067651,1.60E-07,6.43E-06
facial droop,NA,notes,-0.003704421,5.37E-06,0.000111137
facial pain,NA,notes,0.010160764,2.30E-06,6.01E-05
failure,NA,notes,-0.004191569,7.24E-05,0.000426811
failure cmshcc,NA,notes,-0.004114518,2.16E-06,5.68E-05
failure to,NA,notes,-0.008238601,8.39E-06,9.31E-05
fallopian tube,NA,notes,0.012371689,2.11E-05,0.000240271
family,NA,notes,-0.017351782,0.000664856,0.001454257
family be,NA,notes,-0.000466878,4.20E-05,0.000196184
family history,NA,notes,-0.001932457,0.000233448,0.000495201
family medicine,NA,notes,0.013260175,7.70E-06,0.000145699
family subjective,NA,notes,0.003930416,1.62E-07,7.45E-06
far follow,NA,notes,0.006494487,1.10E-05,0.000213317
fascia,NA,notes,-0.005274165,1.49E-05,0.0001193
fat,NA,notes,0.003780491,8.87E-05,0.000806797
fatigue,NA,notes,-0.012119198,0.000225663,0.000586758
fatigue appear,NA,notes,-0.001029828,4.21E-07,1.53E-05
fatty,NA,notes,0.010753147,4.83E-05,0.000504332
fax,NA,notes,0.011587443,0.000594441,0.003040004
feed,NA,notes,0.011776253,1.62E-05,0.000226178
feeding,NA,notes,-0.006348273,2.20E-05,0.000296766
female,NA,notes,0.008966214,0.000457172,0.000922139
female who,NA,notes,0.012662739,3.59E-05,0.000198537
femoral vein,NA,notes,0.001304849,1.12E-05,0.00033081
fentanyl,NA,notes,-0.003790743,0.00011276,0.000547702
fentanyl one,NA,notes,-0.00292137,2.10E-06,8.62E-05
fentanyl patch,NA,notes,0.005323763,1.96E-05,0.000233681
fever,NA,notes,0.00324077,0.000373535,0.000808851
fever and,NA,notes,-0.000601513,2.40E-05,0.000170403
fiber,NA,notes,0.010525031,1.70E-05,0.000201095
fibrinogen onehundred,NA,notes,0.002085621,2.19E-07,1.14E-05
fiducial,NA,notes,-0.002484465,1.66E-05,0.000332935
fifty gy,NA,notes,0.005279734,1.76E-05,0.000153409
fifty male,NA,notes,0.008868716,2.99E-05,0.000207342
fifty sixty,NA,notes,0.009790062,2.09E-05,0.000158863
figo grade,NA,notes,0.013055583,3.37E-06,6.73E-05
final glucose,NA,notes,0.003637319,4.23E-06,5.00E-05
find to,NA,notes,-0.001345408,0.000114809,0.000369541
findings,NA,notes,-0.002089127,0.00048806,0.001848571
findings be,NA,notes,-0.001865123,3.75E-05,0.00047022
finger,NA,notes,0.018275797,5.06E-05,0.000322383
firm,NA,notes,-0.013765844,2.52E-05,0.000165513
fish oil,NA,notes,-0.001190259,2.58E-05,0.000158035
fish with,NA,notes,0.01810377,1.79E-06,3.61E-05
fistulotomy,NA,notes,-0.006339038,8.67E-07,3.23E-05
five cycle,NA,notes,0.002791659,1.57E-05,0.000125921
five interval,NA,notes,0.004048398,4.86E-06,0.000111764
five mono,NA,notes,-0.004434021,9.47E-07,1.56E-05
fivemgkg iv,NA,notes,0.006854477,1.12E-07,6.82E-06
fiveten fivetwenty,NA,notes,0.005317639,6.73E-07,2.23E-05
fivetenten cycle,NA,notes,-0.003548178,5.33E-07,1.42E-05
flatus,NA,notes,-0.000804924,1.93E-05,0.000119918
flexeril tablet,NA,notes,0.004887148,1.48E-07,6.35E-06
flexibility,NA,notes,-0.004071879,2.17E-06,5.40E-05
flexicare,NA,notes,-0.007263145,6.33E-07,2.01E-05
flowsheets taken,NA,notes,0.00101502,1.13E-07,6.37E-06
fludarabine,NA,notes,-0.005340984,6.25E-07,2.41E-05
fluid,NA,notes,0.014936313,0.000322755,0.001199297
fluid appearance,NA,notes,0.002737292,1.56E-06,3.73E-05
fluid restriction,NA,notes,0.003790036,1.67E-06,4.27E-05
fluid status,NA,notes,-0.00362609,7.75E-07,1.82E-05
fluid wave,NA,notes,-0.007923184,2.84E-06,4.75E-05
fluocinonide lidex,NA,notes,0.001606959,3.85E-06,5.26E-05
fluoxetine,NA,notes,0.004595231,5.61E-06,8.33E-05
fluoxetine prozac,NA,notes,0.003720913,3.55E-06,5.02E-05
flush saline,NA,notes,-0.001223357,5.15E-06,0.000145666
flush syringe,NA,notes,0.007532167,1.88E-06,4.90E-05
folfiri,NA,notes,-0.009530222,2.31E-05,0.000350408
follicular,NA,notes,0.026625404,1.76E-05,0.000223712
folvite tablet,NA,notes,-0.007985486,2.59E-07,7.02E-06
foot,NA,notes,0.006910565,0.00015891,0.000665081
for breakthrough,NA,notes,-0.006211355,7.96E-06,8.23E-05
for carcinoma,NA,notes,-0.002984996,1.31E-05,0.000167048
for ckseven,NA,notes,-7.24E-05,3.65E-06,5.20E-05
for further,NA,notes,0.007798734,0.000185969,0.000874595
for lab,NA,notes,0.000660417,0.000163077,0.000974572
for nausea,NA,notes,0.000405833,4.75E-05,0.000225444
for ovarian,NA,notes,-0.00057719,6.80E-06,0.000115116
for palliative,NA,notes,-0.016559219,5.60E-06,8.14E-05
for postobstructive,NA,notes,-0.002058993,1.77E-07,9.50E-06
for this,NA,notes,-0.005304237,0.000771706,0.002181916
for treatment,NA,notes,-0.002732132,0.000125839,0.000626656
forty kg,NA,notes,-0.011350598,3.47E-05,0.000206942
forty mono,NA,notes,-4.24E-05,3.19E-06,3.93E-05
forty monocyte,NA,notes,0.0084841,2.02E-06,2.63E-05
forty old,NA,notes,-0.002721665,6.02E-06,0.000127497
fortyyearold,NA,notes,-0.00049701,4.96E-05,0.000306393
foscarnet,NA,notes,-0.001934882,6.04E-07,4.04E-05
foundation one,NA,notes,-0.007700879,1.89E-05,0.000452061
four,NA,notes,-0.0146389,0.002593323,0.002918649
four interval,NA,notes,0.000951734,1.12E-05,0.000172853
four mch,NA,notes,0.003013094,2.52E-06,3.04E-05
four mg,NA,notes,-0.003337333,0.000105066,0.000382787
four new,NA,notes,-0.006318945,1.17E-05,0.000176671
four spray,NA,notes,-0.004406439,2.37E-07,9.80E-06
four three,NA,notes,0.000588959,0.000115061,0.00033617
fournine performed,NA,notes,-0.008057978,6.12E-07,2.12E-05
fraction,NA,notes,-0.00718821,0.000125165,0.000676177
frail,NA,notes,-0.018852573,4.02E-06,5.55E-05
free air,NA,notes,-0.002765425,4.67E-06,0.000152797
frequency three,NA,notes,0.002803861,1.24E-06,3.66E-05
from osh,NA,notes,-0.010332814,6.26E-06,9.94E-05
frontal,NA,notes,-3.18E-05,0.000174115,0.001108117
furosemide lasix,NA,notes,-0.001550726,1.60E-05,0.000107176
further,NA,notes,-0.005213378,0.000615645,0.001537721
further detail,NA,notes,0.006069301,1.57E-05,0.000219608
gait,NA,notes,-0.007396075,0.000157909,0.000609498
gait not,NA,notes,-0.00717522,6.97E-07,1.59E-05
gallbladder,NA,notes,-0.000877797,5.87E-05,0.000560313
gallbladder cancer,NA,notes,0.000114034,2.22E-06,7.11E-05
gallbladder carcinoma,NA,notes,-0.000361415,2.24E-06,0.00011822
gammopathy of,NA,notes,0.010187825,8.11E-07,2.33E-05
gastric,NA,notes,-0.000270169,0.000112557,0.000771246
gastric adenocarcinoma,NA,notes,-0.000855862,8.18E-06,0.000172507
gastric ca,NA,notes,-0.002296686,2.26E-06,6.83E-05
gastric cancer,NA,notes,-0.01304166,1.54E-05,0.000248842
gastric outlet,NA,notes,-0.005686144,4.71E-06,0.000137771
gastrin,NA,notes,-0.002113442,6.78E-06,0.000145533
gastrostomy,NA,notes,0.006237393,9.71E-06,0.000491623
gbm,NA,notes,-0.010640346,2.49E-06,7.37E-05
gdl five,NA,notes,-0.005755574,4.47E-07,1.45E-05
gdl one,NA,notes,-0.000475001,3.34E-07,1.20E-05
gdl two,NA,notes,0.000587839,1.28E-06,1.83E-05
gem,NA,notes,-0.003884519,2.52E-06,5.99E-05
gemabraxane,NA,notes,-0.004018556,9.83E-07,3.53E-05
gemcitabine,NA,notes,-0.015870549,5.61E-05,0.000386195
gemtax,NA,notes,0.004966677,1.16E-06,3.88E-05
gemzar,NA,notes,-0.00840729,4.48E-05,0.000382081
gen thin,NA,notes,-0.000820372,6.76E-07,1.72E-05
gene,NA,notes,-0.004823257,4.53E-05,0.000465878
general,NA,notes,0.005612587,0.000593863,0.000939041
general thin,NA,notes,0.000900502,1.73E-06,2.74E-05
generalize weakness,NA,notes,-0.018876886,1.47E-06,3.53E-05
generalized weakness,NA,notes,-0.009038763,4.31E-06,0.000103293
genetics,NA,notes,0.009821774,2.40E-05,0.000333946
gengraf,NA,notes,-0.002079672,3.90E-07,1.44E-05
gib,NA,notes,-0.000743931,2.91E-06,7.46E-05
gist,NA,notes,0.016743753,1.56E-05,0.000249508
gj,NA,notes,0.004470229,9.75E-07,3.04E-05
glabrata,NA,notes,-0.000781015,3.85E-07,3.42E-05
glioblastoma,NA,notes,0.000245248,3.93E-06,0.000193211
globulin five,NA,notes,-0.003569846,3.81E-06,3.97E-05
globulin four,NA,notes,-0.014740477,2.69E-05,0.000114536
globulin six,NA,notes,-0.005888118,7.35E-07,2.35E-05
globulin three,NA,notes,0.002815419,6.06E-05,0.000177741
globulin two,NA,notes,0.00373201,7.95E-06,6.03E-05
glucose profile,NA,notes,-0.005914709,2.19E-06,2.13E-05
gluteal,NA,notes,0.004031783,0.00012085,0.001175382
gluteal site,NA,notes,0.012085413,4.98E-05,0.000607694
glycol,NA,notes,0.002380088,1.92E-05,9.42E-05
glycol miralax,NA,notes,0.003778309,1.62E-05,8.03E-05
glycopyrrolate,NA,notes,-0.000939011,3.35E-07,1.00E-05
goal balance,NA,notes,-0.005300717,5.31E-07,7.06E-06
goal of,NA,notes,-0.013039823,1.63E-05,0.000135932
goalsinformation,NA,notes,-0.003032943,5.20E-07,3.18E-05
goc,NA,notes,0.000201327,1.21E-06,2.17E-05
good appetite,NA,notes,0.008660642,2.53E-05,0.000155508
good energy,NA,notes,0.011076076,1.64E-05,0.000113847
grade,NA,notes,-0.003863616,0.000249058,0.00071625
grade serous,NA,notes,-0.0026132,1.43E-05,0.000173457
grade two,NA,notes,0.008158323,3.82E-05,0.000219602
gram packet,NA,notes,-0.015465952,9.58E-06,6.57E-05
gram solr,NA,notes,0.013000602,1.65E-06,2.82E-05
gramten ml,NA,notes,0.003538344,2.00E-06,2.92E-05
granulocyte abs,NA,notes,0.001651553,1.57E-06,2.56E-05
greater than,NA,notes,-0.003008224,1.95E-05,0.000299693
groom,NA,notes,0.003942633,3.97E-06,5.07E-05
group,NA,notes,-0.006937134,7.24E-05,0.000545759
gtube,NA,notes,-0.007637022,1.00E-05,0.000156483
guaiac positive,NA,notes,0.000538332,6.88E-07,2.68E-05
guaifenesin mucinex,NA,notes,-0.007333316,7.55E-07,1.86E-05
guaifenesin robitussin,NA,notes,0.000344582,4.66E-07,1.31E-05
guaifenesindextromethorphan,NA,notes,-0.009021299,5.53E-07,1.62E-05
guide navigation,NA,notes,0.004993955,1.44E-06,2.36E-05
haldol,NA,notes,-0.002086866,2.50E-06,5.80E-05
hand,NA,notes,-0.001442862,0.000161185,0.000732718
harsh,NA,notes,0.006108895,1.86E-05,0.000361993
have also,NA,notes,-0.00470677,5.49E-05,0.000292453
have changednot,NA,notes,0.009556244,2.65E-06,5.87E-05
have increase,NA,notes,-0.009363188,6.12E-05,0.000341825
have progress,NA,notes,-0.012685999,8.42E-06,0.000118119
have progression,NA,notes,-0.009952918,9.04E-06,0.000137806
have progressive,NA,notes,-0.004383693,8.28E-06,8.38E-05
have you,NA,notes,0.011249452,4.18E-05,0.000380928
hcap,NA,notes,4.30E-06,5.13E-07,1.26E-05
hcc poa,NA,notes,0.002460159,9.15E-08,4.54E-06
hcg collection,NA,notes,0.012358611,2.37E-06,3.79E-05
hcl zofran,NA,notes,-0.008290465,8.35E-07,2.08E-05
hct forty,NA,notes,0.003615981,2.32E-05,0.000137279
hct twenty,NA,notes,-0.007180324,2.08E-05,0.000149963
hdr,NA,notes,0.008614536,1.22E-05,0.000339571
health nurse,NA,notes,0.002310626,4.32E-06,8.21E-05
healthy,NA,notes,-0.009939693,7.44E-05,0.000303163
healthy mother,NA,notes,0.009936653,1.53E-06,2.76E-05
heave,NA,notes,-0.00600434,5.98E-06,7.73E-05
help,NA,notes,-0.00630208,0.000237005,0.000845005
hemangiopericytoma,NA,notes,0.012126216,4.28E-06,0.000166819
hematocrit forty,NA,notes,-0.000593723,3.89E-05,0.000176128
hematocrit twenty,NA,notes,-0.0053264,1.80E-05,9.33E-05
hematologyoncology fellow,NA,notes,-0.008371806,8.34E-06,0.000127445
hematopoietic cell,NA,notes,0.011574858,3.39E-06,9.48E-05
heme preop,NA,notes,-0.004081407,1.29E-06,5.74E-05
hemicolectomy,NA,notes,0.011383662,6.60E-05,0.000683362
hemoglobin eight,NA,notes,-0.006926196,5.20E-06,5.09E-05
